OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,name_sam
1578,Pinellas,15,Tom Stuart Causeway,"That portion of the Madeira Beach Causeway begining at the intersection of S.R. 19A and the Bay Pines interchange, and extending to the Madeira Beach Bridge, in Pinellas County, is designated as the ""Tom Stuart Causeway.""",,HB 1076,1973/06/25 05:00:00+00,1973,7,,,,,,,894,,0,b2a122da-3057-4edc-8cfd-2c62a954261c,1405.18602622746,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tom_Warner,no,1952-01-01,Found,64,TRUE,seq=12.0; last-mismatch:-4; human:+40; fl:+10,"Tom Warner was a British meteorologist and climate scientist known for his contributions to weather forecasting and climate research. He served as the Chief Executive of the UK Met Office from 2005 to 2011, overseeing advancements in meteorological technology and public weather services. Warner played a key role in modernizing the Met Office's infrastructure and improving its global reputation for accuracy and innovation. His work significantly influenced public policy and disaster preparedness in the UK and internationally.","['University of Oxford, BA in Physics', 'University of Oxford, DPhil in Atmospheric Physics']",2023-09-01,not found,"Exeter, Devon, United Kingdom",male,no,no,no,no,Tom Stuart
1579,Pinellas,15,"William Ennels Dean, Jr., Bridge","The main channelspan of the Sunshine Skyway is designated as the ""William Ennels Dean, Jr., Bridge.""",,HB 4646,1970/07/01 05:00:00+00,1970,7,Sunshine Skyway,,,,,,895,,0,3ebb8ccf-a5c7-423f-bc41-2bbd9cd63d75,7545.96049299301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Hillsborough,10,Barkett Memorial Road,"That portion of Port Avenue between McCloskey Boulevard and Shoreline Avenue in Hillsborough County is designated as ""Barkett Memorial Road.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,7,,,,,,,896,,0,9b18148a-f88a-49d6-948b-e5879a493f45,161.617611573925,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Betty_Castor,no,1941-05-20,Found,57.4,TRUE,seq=8.4; last-mismatch:-4; human:+40; fl:+10; us:+5,"Elizabeth 'Betty' Castor was born on May 20, 1941, in Glassboro, New Jersey, and is an American educator and politician. She served as the President of the University of South Florida from 1994 to 1999, becoming the first woman to hold that position. Castor was also the Democratic nominee for the U.S. Senate in Florida during the 2004 election, though she ultimately lost the race. Her career includes significant contributions to education reform and public service, notably through her work with the National Board for Professional Teaching Standards and the Patel Center for Global Solutions.","['Glassboro State College (now Rowan University), Bachelor of Arts in Education', 'University of Miami, Master of Science in Education']",,"Glassboro, New Jersey, United States",not found,female,no,yes,no,no,Barkett
1581,Hillsborough,10,Nick Capitano Memorial Road,"That portion of E. 9th Avenue between N. 13th Street and N. 14th Street in Hillsborough County is designated as ""Nick Capitano Memorial Road.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,7,E. 9th Avenue,,,,,,897,,0,871c202e-6872-436e-8f36-2b1dd312ecba,128.708336759171,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bruce_Cabot,no,1904-04-20,Found,37.3,TRUE,seq=8.3; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Bruce Cabot was an American actor born on April 20, 1904, best known for his roles in classic Hollywood films. He gained fame for his performance as Jack Driscoll in King Kong (1933) and appeared in over 100 films throughout his career. Cabot served in the U.S. Navy during World War II before returning to Hollywood, where he continued acting in both film and television. He passed away on May 3, 1972, leaving behind a legacy as a prominent character actor of the Golden Age of cinema.",,1972-05-03,"Carlsbad, New Mexico, United States","Woodland Hills, California, United States",male,no,no,yes,no,Nick Capitano
1583,Hillsborough,10,Officer Jesse Madsen Memorial Highway,"That portion of Interstate 275 between E. Sligh Avenue and E. Dr. Martin Luther King, Jr., Boulevard in Hillsborough County is designated as “Officer Jesse Madsen Memorial Highway.”",I-275,SB 1716,2021/07/01 05:00:00+00,2021,7,,,,,,,898,,0,9b80124f-406b-4d2a-8aea-9e128438a1c9,4222.20771615128,Officer Jesse Madsen,https://www.odmp.org/agency/3785-tampa-police-department-florida,https://www.odmp.org/officer/25185-officer-jesse-peter-madsen,Officer Jesse Peter Madsen,45,16 years,507,Vehicular assault,Automobile,"JESSE PETER MADSEN Police Officer Jesse Madsen was killed when his patrol car was struck head-on by a wrong-way driver on I-275, near Hillsborough Avenue, just before 1:00 am. He was responding to reports of a vehicle driving in the wrong direction when he was struck by the car. A witness driving behind Officer Madsen stated that he intentionally collided with the oncoming car to keep it from striking other vehicles. Officer Madsen and the other driver were both killed in the impact. Officer Madsen was a U.S Marine Corps veteran and had served with the Tampa Police Department for 16 years. He is survived by his wife and three children.",BIO Age 45 Tour 16 years Badge 507 Military Veteran INCIDENT DETAILS Cause Vehicular assault Weapon Automobile Offender Not available Wrong-Way Driver Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Vehicular assault Weapon Automobile Offender Not available,https://en.wikipedia.org/wiki/Theodore_Roosevelt,no,1858-10-27,Found,50.3,TRUE,seq=6.3; last-mismatch:-4; human:+40; fl:+10,"Theodore Roosevelt was born on October 27, 1858, in New York City and died on January 6, 1919, in Oyster Bay, New York. He served as the 26th President of the United States (1901–1909), known for his progressive reforms, trust-busting, and conservation efforts that established national parks and forests. A prolific author, naturalist, and soldier, he also led the Rough Riders cavalry unit during the Spanish-American War and later won the Nobel Peace Prize for mediating the Russo-Japanese War. Roosevelt remains a pivotal figure in American history for his dynamic leadership, advocacy of the 'Square Deal' domestic policies, and expansion of U.S. influence globally.","['Harvard College, B.A. (1880)', 'Columbia Law School (attended, no degree)']",1919-01-06,"New York City, New York, United States","Oyster Bay, New York, United States",male,yes,yes,yes,no,Officer Jesse Madsen
1584,Hillsborough,10,Sergeant Brian LaVigne Road,That portion of S.R. 60 between Interstate 75 and Phillip Lee Boulevard in Hillsborough County is designated as “Sergeant Brian LaVigne Road.”,SR-60,SB 1716,2021/07/01 05:00:00+00,2021,7,,,,,,,899,,0,7fcf8148-1fd3-4a32-a9a2-3c198f2df0b8,1443.04667641268,Sergeant Brian LaVigne,https://www.odmp.org/agency/1684-hillsborough-county-sheriffs-office-florida,https://www.odmp.org/officer/25051-sergeant-brian-roy-lavigne,Sergeant Brian Roy LaVigne,54,33 years,Not available,Vehicular assault,Automobile,"BRIAN ROY LAVIGNE Sergeant Brian LaVigne was killed when his patrol car was intentionally rammed by another vehicle on West Lumsden Road, near South King's Avenue, in Brandon. Deputies had responded to an apartment complex nearby after a man started throwing furniture and clothing off his balcony. A short time later, the man disrobed and started throwing food at neighbors. The man attacked responding deputies, striking one of them multiple times in the head. Attempts to stop the attack with electric control weapons failed. The subject broke free, got into a car, and drove through a closed gate. The man intentionally drove across multiple lanes of traffic and struck Sergeant LaVigne's patrol car on the driver's door at a high rate of speed. Deputies were unable to free Sergeant LaVigne, and he had to be extricated by rescue units. He was transported to Tampa General Hospital, where he succumbed to his injuries. The subject was arrested following the collision. In 2025, he pleaded guilty and was sentenced to 45 years. Sergeant LaVigne had served with the Hillsborough County Sheriff's Office for thirty years and was killed the day before his last scheduled shift before retirement. He previously served with the Largo Police Department prior to joining the Hillsborough County Sheriff's Office. He is survived by his wife and two children. His daughter became a deputy with the Hillsborough County Sheriff's Office. Sergeant Lavigne was posthumously promoted from Master Corporal to Sergeant.","BIO Age 54 Tour 33 years Badge Not available INCIDENT DETAILS Cause Vehicular assault Weapon Automobile Offender Sentenced to 45 years EDP, Impaired Driver, Vehicle Crash Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Vehicular assault Weapon Automobile Offender Sentenced to 45 years,https://en.wikipedia.org/wiki/Jim_Nolan_%28biker%29,no,,Found,55,TRUE,seq=2.6; last-mismatch:-4; human:+40; fl:+10; us:+5,"Jim Nolan was a notorious figure associated with the Outlaws Motorcycle Club, a prominent outlaw biker gang. Born in the mid-20th century, he became infamous for his alleged involvement in multiple violent crimes, including murders linked to biker gang rivalries. Nolan was a key figure in the Outlaws' conflicts with the Hells Angels during the 1970s and 1980s, cementing his reputation in organized crime circles. His life and criminal activities have been documented in true crime literature and media, though specific birth and death dates remain publicly unverified.",,,not found,not found,male,no,no,no,no,Sergeant Brian LaVigne
1585,Pinellas,15,Deputy Michael J. Magli Memorial Road,"That portion of C.R. 611/E. Lake Road between Forelock Road and Keystone Road in Pinellas County is designated as ""Deputy Michael J. Magli Memorial Road.""",,SB 1716,2021/07/01 05:00:00+00,2021,7,E. Lake Road,,,,,,900,,0,7599904c-9b7e-4dfa-8fac-ab5eedb7bd40,1393.52176382904,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nicole_Brown_Simpson,no,1959-05-19,Found,35,TRUE,seq=5.6; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Nicole Brown Simpson was born on May 19, 1959, and became widely known due to her tumultuous relationship with former NFL player O. J. Simpson. She married Simpson in 1985 but endured years of documented domestic abuse before their divorce in 1992. Tragically, she was murdered on June 12, 1994, in a case that gained international notoriety during the subsequent trial of O. J. Simpson. Her death became a pivotal moment in discussions about domestic violence and celebrity justice in America.",,1994-06-12,"Frankfurt, Hesse, Germany","Los Angeles, California, United States",female,no,no,no,no,Deputy Michael J. Magli
1586,Brevard,70,"Dr. Martin Luther King, Jr., Memorial Highway","The portion of S.R. 519/Fiske Boulevard between Rosa L. Jones Drive and I-95 in Brevard County is designated as “Dr. Martin Luther King, Jr., Memorial Highway.”",SR-519,CS/CS SB 160,2022/07/01 05:00:00+00,2022,5,Fiske Boulevard,,,,,,901,,0,a65b46f6-af8d-4442-8521-945e9708045f,7625.69263019836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Brevard,70,"Sgt. George Lee Taylor, Sr., Memorial Highway","The portion of S.R. 520/W. King Street between S.R. 501/Clearlake Road and S.R. 519/Fiske Boulevard in Brevard County is designated as “Sgt. George Lee Taylor, Sr., Memorial Highway.”",SR-520,CS/CS SB 160,2022/07/01 05:00:00+00,2022,5,W. King Street,,,,,,902,,0,a24fa716-112f-4bb0-a75e-b2339cd18422,1378.40695494238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Broward,86,Pio Ieraci Memorial Drive,The portion of S.R. A1A between the northern terminus and southern terminus of Galt Ocean Drive in Broward County is designated as “Pio Ieraci Memorial Drive.”,SR-A1A,CS/CS SB 160,2022/07/01 05:00:00+00,2022,4,,,,,,,903,,0,ed21762f-ecd1-4b8b-8036-ba8f730f001b,1517.06246370397,,,,,,,,,,,,,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,Pio Ieraci
1589,Clay,71,Veterans Honor Highway,The portion of S.R. 100 in Clay County between the Bradford County line and the Putnam County line is designated as “Veterans Honor Highway.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,2,,,,,,,904,,0,f15b44d9-4b62-4fe4-9b91-35722c245641,9851.52633046503,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lindsey_Langston,no,1983-01-01,Found,57,TRUE,seq=8.0; last-mismatch:-4; human:+40; fl:+10; us:+5,"Lindsey Langston is an American politician and attorney from Georgia. Born in 1983, she has served in the Georgia House of Representatives since 2021, representing District 76. Langston is a member of the Democratic Party and has been involved in legislative work focusing on education and healthcare. Her career includes roles in law and public service prior to her election to office.","['University of Georgia, Bachelor of Arts in Political Science', 'Georgia State University College of Law, Juris Doctor']",,"Atlanta, Georgia, United States",not found,female,no,yes,no,no,Veterans Honor
1590,Duval,72,Warren Alvarez Memorial Bridge,Bridge number 720684 on I-95 over the Trout River in Jacksonville/Duval County is designated as “Warren Alvarez Memorial Bridge.”,I-95,CS/CS SB 160,2022/07/01 05:00:00+00,2022,2,,,,,,,905,,0,9d57ed3b-d24f-430a-9620-957312240b3d,867.833910822747,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Brian_Kelly_%28American_football_coach%29,no,1961-10-25,Found,55.4,TRUE,seq=6.4; last-mismatch:-4; human:+40; fl:+10; us:+5,"Brian Kelly is an American football coach born on October 25, 1961, known for his successful collegiate coaching career. He gained prominence as the head coach of Grand Valley State, Central Michigan, Cincinnati, Notre Dame, and LSU, winning multiple conference championships and a national title at LSU in 2019. Kelly is recognized for his offensive strategies and player development, earning accolades like the AP Coach of the Year in 2012. As of 2024, he remains active in coaching, continuing to influence college football with his leadership and tactical expertise.","[""Assumption College (now Assumption University), Bachelor's in Political Science"", ""University of Massachusetts Amherst, Master's in Education""]",,"Everett, Massachusetts, United States",not found,male,yes,no,no,no,Warren Alvarez
1591,Escambia,48,Pensacola Police Fallen Heroes Highway,The portion of Bayfront Parkway between Tarragona Street and N. 17th Avenue in Escambia County is designated as “Pensacola Police Fallen Heroes Highway.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,3,Bayfront Parkway,,,,,,906,,0,e14dff33-db70-4001-918f-885c1105ec34,2468.53984002091,,,,,,,,,,,,,https://en.wikipedia.org/wiki/James_Longstreet,no,1821-01-08,Found,55,TRUE,seq=2.6; last-mismatch:-4; human:+40; fl:+10; us:+5,"James Longstreet was a prominent Confederate general during the American Civil War, born on January 8, 1821, in Edgefield District, South Carolina. He served as one of General Robert E. Lee’s most trusted corps commanders, playing key roles in battles like Gettysburg and Chickamauga. After the war, Longstreet became a controversial figure for his post-war political activities, including supporting Reconstruction and aligning with the Republican Party. He died on January 2, 1904, in Gainesville, Georgia, leaving a complex legacy as both a skilled military leader and a polarizing public figure.","['United States Military Academy (West Point), Bachelor of Science, 1842']",1904-01-02,"Edgefield District, South Carolina, United States","Gainesville, Georgia, United States",male,no,yes,yes,no,Pensacola Police Fallen Heroes
1592,Flager,73,Staff Sergeant Keon Clyde Sands Memorial Parkway,That portion of Matanzas Woods Parkway between Bird of Paradise Drive and Old Kings Road in Flagler County is designated as “Staff Sergeant Keon Clyde Sands Memorial Parkway.” ,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,5,Matanzas Woods Parkway,,,,,,907,,0,744e9451-8864-4320-94b4-46a48c3a5146,1191.44488201796,,,,,,,,,,,,,https://en.wikipedia.org/wiki/1980_Birthday_Honours,no,,Found,0,TRUE,seq=4.6; last-mismatch:-4; fl-miss:-10,"The 1980 Birthday Honours was a British honours system announcement marking Queen Elizabeth II's official birthday in June 1980. It recognized individuals for their contributions to politics, military, public service, and other fields across the United Kingdom and its colonies. The list included appointments to the Order of the Bath, knighthoods, life peerages, and Privy Councillors. This event holds historical significance as it reflected the social and political landscape of the late 20th century in Britain.",,,not found,not found,not found,no,yes,yes,no,Staff Sergeant Keon Clyde Sands
