state,highway_name,route_no,from_location,to_location,county,person_name,wikipedia_url,match_confidence,validated,validation_notes,correct_person,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score
Florida,Orange Bowl Way,,"That portion of N.W. 77th Court in Miami Lakes is designated as ""Orange Bowl Way.""",,Miami‐Dade,Orange Bowl,https://en.wikipedia.org/wiki/Anita_Bryant,43.0,true,seq=7.0; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8,true,"Anita Bryant is an American singer and former Miss Oklahoma born on September 25, 1940, in Barnsdall, Oklahoma. She gained fame as a popular singer in the 1960s and later became a spokesperson for the Florida Citrus Commission. Bryant is historically significant for her leadership in the anti-gay rights movement in the late 1970s, particularly through her 'Save Our Children' campaign. She faced significant backlash and career decline as a result of her activism, though she remains a notable cultural figure.",[],1940-09-25,,"Barnsdall, Oklahoma, United States",not found,female,no,yes,no,yes,,,,,,,,,,
Florida,Osun's Village,,"That portion of N.W. 7th Avenue between N.W. 54th Street and N.W. 60th Street in Miami-Dade County is designated as ""Osun's Village.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Palmetto Bay Boulevard,US-1,"The portion of U.S. 1 in Miami-Dade County from S.W. 136th Street to S.W. 184th Street is designated as ""Palmetto Bay Boulevard.""",,Miami‐Dade,Palmetto Bay,https://en.wikipedia.org/wiki/Jayden_Higgins,47.0,true,seq=3.1; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The provided Wikipedia article content is only a generic navigation menu and does not contain any information about a person named Jayden Higgins. There is no indication that this person is connected to Florida or has a background that would warrant a highway naming (e.g., local figure, military, or law enforcement).",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Pastors Dr. Randall & Sharlene Holts Street,,"That portion of N.W. 103rd Street/S.R. 932 between N.W. 17th Avenue and N.W. 27th Avenue/S.R. 9 in Miami-Dade County is designated as ""Pastor Dr. Randall & Sharlene Holts Street.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Phicol Williams Boulevard,US-1,"That portion of S.R. 5, U.S. Highway 1, between S.W. 312th Street and S.W. 328th Street in Miami-Dade County is designated as ""Phicol Williams Boulevard.""",,Miami‐Dade,Phicol Williams,,2.0,false,seq=3.6; last-mismatch:-4; state(Florida):+10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,
Florida,Pinecrest Parkway,,"That portion of S.R. 5 (South Dixie Highway) within the municipal limits of the Village of Pinecrest in Miami-Dade County is designated as the ""Pinecrest Parkway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Rafael Diaz-Balart Road,,"That portion of LeJeune Road/S.W. 42nd Avenue between Flagler Street and S.W. 8th Street in Miami-Dade County is designated as ""Rafael Diaz Balart Road.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Rafael Diaz-Balart Way,,"That portion of LeJeune Road between East 65th Street and Okeechobee Road in the City of Hialeah in Miami-Dade County is designated as ""Rafael Diaz-Balart Way.""",,Miami‐Dade,Rafael Diaz-Balart,https://en.wikipedia.org/wiki/Mario_D%C3%ADaz-Balart,64.7,true,seq=13.7; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'Rafael Diaz-Balart Way' in Florida, but the Wikipedia article is for Mario Díaz-Balart, who is a U.S. Representative from Florida. While both share the Diaz-Balart surname and are connected to Florida, the specific name on the highway (Rafael) does not match the article subject (Mario). Rafael Diaz-Balart is a different individual (a Cuban politician and brother of Mario), and the article does not appear to be about him.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Ramon Puig Way,,"That portion of S.W. 8th Street between S.W. 62nd Avenue and S.W. 67th Avenue in Miami-Dade County is designated as ""Ramon Puig Way.""",,Miami‐Dade,Ramon Puig,https://en.wikipedia.org/wiki/Ram%C3%B3n_Puig,42.0,true,seq=18.0; human:+40; state-miss(Florida):-10; county-miss:-8,false,"[UNVERIFIED] The provided Wikipedia article content is only a generic navigation menu and does not contain any biographical information about Ramón Puig. Without details about the person's life, profession, or connection to Florida, it cannot be confirmed that this article is about the individual the highway was named after.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Raquel Regalado Avenue,,"The portion of 27th Avenue in Miami-Dade County from Flagler Street to S.W. 5th Street is designated as ""Raquel Regalado Avenue.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Raul L. Martinez/Jose Abreu Pass,US-27,"That portion of Okeechobee Road, U.S. Highway 27/S.R. 25, between W. 12th Street and W. 19th Street in Miami-Dade County is designated as ""Raul L. Martinez/Jose Abreu Pass.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Red Road State Historic Highway,,"That portion of Red Road that begins at S.W. 8th Street to S.W. 72 Street is designated as the ""Red Road State Historic Highway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Rev. Jorge Comesanas Way,,"That portion of S.W. 87th Avenue between S.W. 8th Street and S.W. 24th Street in Miami-Dade County is designated as ""Rev. Jorge Comesanas Way.""",,Miami‐Dade,Jorge Comesanas,https://en.wikipedia.org/wiki/Jes%C3%BAs_Permuy,47.0,true,seq=5.9; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'Rev. Jorge Comesanas Way' in Florida, but the Wikipedia article is for 'Jesús Permuy', a different person. The names do not match, and there is no indication in the provided text that Jesús Permuy is connected to Reverend Jorge Comesanas or the highway's naming context.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,"Reverend Dr. C.P. Preston, Jr. Street",SR-934,"The portion of S.R. 934 on N.W. 79th Street between N.W. 7th Avenue and N.W. 37th Avenue in Miami-Dade County is designated as ""Reverend Dr. C.P. Preston, Jr. Street.""",,Miami‐Dade,"Reverend Dr. C.P. Preston, Jr",https://en.wikipedia.org/wiki/Robert_Coe_%28colonist%29,42.2,true,seq=6.2; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8,false,"[UNVERIFIED] The highway is named 'Reverend Dr. C.P. Preston, Jr. Street' in Florida, but the Wikipedia article is about 'Robert Coe (colonist)', a 17th-century English immigrant to New England. The names do not match, and there is no connection to Florida or a reverend doctor. The article subject is unrelated to the highway's honoree.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Reverend Max Salvador Avenue,SR-9,"That portion of S.R. 9/S.W. 27th Avenue between U.S. Highway 41/S.R. 90/S.W. 8th Street/Tamiami Trail and S.W. 13th Street in Miami-Dade County is designated as ""Reverend Max Salvador Avenue.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Reverend Samuel Atchison Boulevard,,"That portion of N.W. 7th Avenue between N.W. 62nd Street and N.W. 95th Street in Miami-Dade County is designated as ""Reverend Samuel Atchison Boulevard.""",,Miami‐Dade,Reverend Samuel Atchison,https://en.wikipedia.org/wiki/John_Brown_%28abolitionist%29,42.0,true,seq=2.4; last-mismatch:-4; human:+40; rel:+15; state-miss(Florida):-10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'Reverend Samuel Atchison Boulevard' in Florida, but the Wikipedia article is for John Brown, a famous abolitionist with no connection to Florida or the name Samuel Atchison. The article subject does not match the name on the highway.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Ricardo Karakadze Street,,"The portion of 104th Street between U.S. 1 and 97th Avenue is designated as the ""Ricardo Karakadze Street.""",,Miami‐Dade,Ricardo Karakadze,,0.0,false,no-candidates,,,,,,,,,,,,,,,,,,,,,,
Florida,Rick Ricciardelli Bridge,,"The bridge across Memorial Canal on N.E. 125th Street near Griffing Boulevard in the City of North Miami is designated as the ""Rick Ricciardelli Bridge.""",,Miami‐Dade,Rick Ricciardelli,,0.0,false,seq=5.1; last-mismatch:-4; state-miss(Florida):-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,
Florida,Rickenbaker Causeway,,"The road on Virginia Key and Key Biscayne, beginning at Brickell Avenue, continuing across the Biscayne Bay to the shore of Virginia Key, across Virginia Key, Bear Cut and Key Biscayne to the southern shore is designated as ""Rickenbaker Causeway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Robert Frost Highway,,"That portion of S.R. 112 in Miami-Dade County, on Airport Expressway, from LeJeune Road to the west end of the 36th Street Interchange is designated as ""Robert Frost Highway.""",,Miami‐Dade,Robert Frost,https://en.wikipedia.org/wiki/Robert_Chambers_%28sculptor%29,62.3,true,seq=13.3; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Robert Chambers (sculptor), but the highway is named 'Robert Frost Highway' after the poet Robert Frost. The names do not match, and there is no indication that Robert Chambers (sculptor) is connected to Florida or has a background that would warrant a highway memorial.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Robert L. Blum Bridge,,"The bridge over Indian Creek on West 41st Street in the City of Miami Beach in Miami-Dade County is designated as ""Robert L. Blum Bridge.""",,Miami‐Dade,Robert L. Blum,https://en.wikipedia.org/wiki/Arlene_Blum,42.2,true,seq=11.2; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Arlene Blum, a female mountaineer and author, not Robert L. Blum. The highway is named 'Robert L. Blum Bridge' in Florida, suggesting a male individual, likely a local figure, politician, or veteran. The names and genders do not match, and there is no indication that Arlene Blum has a connection to Florida or a highway memorial.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Rodolfo Garcia Memorial Avenue,,"The portion of west S.R. 823 in Miami-Dade County between west 76th Street and west 72nd Street is designated as ""Rodolfo Garcia Memorial Avenue.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Roi Henri Christophe Boulevard,SR-916,"That portion of S.R. 916 on N.W. 135th Street between N.W. 7th Avenue and N.E. 6th Avenue in Miami-Dade County is designated as ""Roi Henri Christophe Boulevard.""",,Miami‐Dade,Roi Henri Christophe,https://en.wikipedia.org/wiki/Henri_Christophe,42.0,true,seq=17.8; human:+40; state-miss(Florida):-10; county-miss:-8,false,"[UNVERIFIED] The Wikipedia article is for Henri Christophe, a key leader in the Haitian Revolution and later King of Haiti. There is no indication he has any connection to Florida, and a highway in Florida named 'Roi Henri Christophe Boulevard' is unlikely to be named after him, as he is not a local or national figure in U.S. history.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Rolando Encinosa Road,SR-972,"That portion of S.R. 972/S.W. 22nd Street between S.W. 22nd Avenue and S.W. 24th Avenue in Miami-Dade County is designated as ""Rolando Encinosa Road.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Rosendo Rosell Road,,"That portion of S.R. 934/71st Street between Bay Drive and S.R. A1A/Collins Avenue in the City of Miami Beach in Miami-Dade County is designated as ""Rosendo Rosell Road.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Roy F. Kenzie Bridge,,"The Brickell Avenue bridge in Miami is designated as the ""Roy F. Kenzie Bridge.""",,Miami‐Dade,Roy F. Kenzie,https://en.wikipedia.org/wiki/Charles_Kenzie_Steele,45.4,true,seq=9.4; last-mismatch:-4; human:+40; state(Florida):+10; county-miss:-8,false,"[UNVERIFIED] The highway is named 'Roy F. Kenzie Bridge' in Florida, but the Wikipedia article is for 'Charles Kenzie Steele', a different person with a different name. The names do not match, and there is no indication from the provided text that Charles Kenzie Steele is connected to Roy F. Kenzie or the bridge's naming.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,S.W. 62nd Avenue Historic Highway,,"That portion of S.W. 62nd Avenue between S.W. 8th Street and Coral Way (S.W. 24th Street) is designated as ""S.W. 62nd Avenue Historic Highway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Saint Marcellin Champagnat Way,,"That portion of S.W. 87th Avenue from Coral Way to Bird Road in Miami-Dade County is designated as the ""Saint Marcellin Champagnat Way.""",,Miami‐Dade,Saint Marcellin Champagnat,https://en.wikipedia.org/wiki/Marcellin_Champagnat,42.0,true,seq=17.4; human:+40; state-miss(Florida):-10; county-miss:-8,true,"Marcellin Joseph Benedict Champagnat was born on May 20, 1789, in the Kingdom of France. He was a French Catholic priest and educator who founded the Marist Brothers, a religious congregation dedicated to teaching youth. Champagnat was beatified in 1955 and canonized as a saint in 1999 by Pope John Paul II. He is historically significant for establishing a global network of schools and promoting education for all children.","['Seminary of Saint-Irénée', ""Minor Seminary of L'Argentière""]",1789-05-20,1840-06-06,"Marcellin, Rhône-Alpes, France","Saint-Chamond, Rhône-Alpes, France",male,no,no,no,no,,,,,,,,,,
Florida,Senator Ruben Mendiola Way,,"That portion of Coral Way/S.R. 972 in Miami between S.W. 17th Avenue and S.W. 13th Avenue is designated as ""Senator Ruben Mendiola Way.""",,Miami‐Dade,Senator Ruben Mendiola,https://en.wikipedia.org/wiki/Ferdinand_Marcos,43.4,true,seq=7.4; last-mismatch:-4; human:+40; pol:+15; state-miss(Florida):-10; county-miss:-8; us:+5,false,"[UNVERIFIED] The highway is named 'Senator Ruben Mendiola Way' in Florida, but the Wikipedia article is about Ferdinand Marcos, a former Philippine president. The names do not match, and there is no indication that Ferdinand Marcos is connected to Florida or to the name Ruben Mendiola.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Senator Sherman Winn Bridge,,"The west bridge on the 192nd Street Causeway is designated as the ""Senator Sherman Winn Bridge.""",,Miami‐Dade,Senator Sherman Winn,https://en.wikipedia.org/wiki/Sherman_S._Winn,79.7,true,seq=13.7; human:+40; pol:+15; state(Florida):+10; county-miss:-8; us:+5,false,"[UNVERIFIED] The provided Wikipedia article content is only a generic navigation menu and does not contain any biographical information about Sherman S. Winn. Without article text confirming the person's identity, profession, or connection to Florida, it cannot be validated as the correct namesake for the bridge.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Florida,Shawn O'Dare Way,,"That portion of N.W. 167th Street between N.W. 57th Avenue and N.W. 67th Avenue in the Town of Miami Lakes in Miami-Dade County is designated as ""Shawn O'Dare Way.""",,Miami‐Dade,Shawn O'Dare,,0.0,false,seq=3.4; last-mismatch:-4; state-miss(Florida):-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,
Florida,Shepard Broad Causeway,SR-922,"That portion of SR-922 from S.R. A1A to S.R. 7 in Miami-Dade County is designated as the ""Shepard Broad Causeway.""",,Miami‐Dade,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Florida,Sidney Alterman Way,,"That portion of N.W. 42nd Avenue in Miami-Dade County, from N.W. 119th Street to N.W. 135th Street is designated as ""Sidney Alterman Way.""",,Miami‐Dade,Sidney Alterman,,30.3,false,seq=9.3; last-mismatch:-4; human:+40; state-miss(Florida):-10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,
